date_id,full_date,day,month,month_name,quarter,year,weekday,is_weekend
260,2022-09-17,17,9,September,3,2022,Saturday,1
261,2022-09-18,18,9,September,3,2022,Sunday,1
262,2022-09-19,19,9,September,3,2022,Monday,0
263,2022-09-20,20,9,September,3,2022,Tuesday,0
264,2022-09-21,21,9,September,3,2022,Wednesday,0
265,2022-09-22,22,9,September,3,2022,Thursday,0
266,2022-09-23,23,9,September,3,2022,Friday,0
267,2022-09-24,24,9,September,3,2022,Saturday,1
268,2022-09-25,25,9,September,3,2022,Sunday,1
269,2022-09-26,26,9,September,3,2022,Monday,0
270,2022-09-27,27,9,September,3,2022,Tuesday,0
271,2022-09-28,28,9,September,3,2022,Wednesday,0
272,2022-09-29,29,9,September,3,2022,Thursday,0
273,2022-09-30,30,9,September,3,2022,Friday,0
274,2022-10-01,1,10,October,4,2022,Saturday,1
275,2022-10-02,2,10,October,4,2022,Sunday,1
276,2022-10-03,3,10,October,4,2022,Monday,0
277,2022-10-04,4,10,October,4,2022,Tuesday,0
278,2022-10-05,5,10,October,4,2022,Wednesday,0
279,2022-10-06,6,10,October,4,2022,Thursday,0
280,2022-10-07,7,10,October,4,2022,Friday,0
281,2022-10-08,8,10,October,4,2022,Saturday,1
282,2022-10-09,9,10,October,4,2022,Sunday,1
283,2022-10-10,10,10,October,4,2022,Monday,0
284,2022-10-11,11,10,October,4,2022,Tuesday,0
285,2022-10-12,12,10,October,4,2022,Wednesday,0
286,2022-10-13,13,10,October,4,2022,Thursday,0
287,2022-10-14,14,10,October,4,2022,Friday,0
288,2022-10-15,15,10,October,4,2022,Saturday,1
289,2022-10-16,16,10,October,4,2022,Sunday,1
290,2022-10-17,17,10,October,4,2022,Monday,0
291,2022-10-18,18,10,October,4,2022,Tuesday,0
292,2022-10-19,19,10,October,4,2022,Wednesday,0
293,2022-10-20,20,10,October,4,2022,Thursday,0
294,2022-10-21,21,10,October,4,2022,Friday,0
295,2022-10-22,22,10,October,4,2022,Saturday,1
296,2022-10-23,23,10,October,4,2022,Sunday,1
297,2022-10-24,24,10,October,4,2022,Monday,0
298,2022-10-25,25,10,October,4,2022,Tuesday,0
299,2022-10-26,26,10,October,4,2022,Wednesday,0
300,2022-10-27,27,10,October,4,2022,Thursday,0
301,2022-10-28,28,10,October,4,2022,Friday,0
302,2022-10-29,29,10,October,4,2022,Saturday,1
303,2022-10-30,30,10,October,4,2022,Sunday,1
304,2022-10-31,31,10,October,4,2022,Monday,0
305,2022-11-01,1,11,November,4,2022,Tuesday,0
306,2022-11-02,2,11,November,4,2022,Wednesday,0
307,2022-11-03,3,11,November,4,2022,Thursday,0
308,2022-11-04,4,11,November,4,2022,Friday,0
309,2022-11-05,5,11,November,4,2022,Saturday,1
310,2022-11-06,6,11,November,4,2022,Sunday,1
311,2022-11-07,7,11,November,4,2022,Monday,0
312,2022-11-08,8,11,November,4,2022,Tuesday,0
313,2022-11-09,9,11,November,4,2022,Wednesday,0
314,2022-11-10,10,11,November,4,2022,Thursday,0
315,2022-11-11,11,11,November,4,2022,Friday,0
316,2022-11-12,12,11,November,4,2022,Saturday,1
317,2022-11-13,13,11,November,4,2022,Sunday,1
318,2022-11-14,14,11,November,4,2022,Monday,0
319,2022-11-15,15,11,November,4,2022,Tuesday,0
320,2022-11-16,16,11,November,4,2022,Wednesday,0
321,2022-11-17,17,11,November,4,2022,Thursday,0
322,2022-11-18,18,11,November,4,2022,Friday,0
323,2022-11-19,19,11,November,4,2022,Saturday,1
324,2022-11-20,20,11,November,4,2022,Sunday,1
325,2022-11-21,21,11,November,4,2022,Monday,0
326,2022-11-22,22,11,November,4,2022,Tuesday,0
327,2022-11-23,23,11,November,4,2022,Wednesday,0
328,2022-11-24,24,11,November,4,2022,Thursday,0
329,2022-11-25,25,11,November,4,2022,Friday,0
330,2022-11-26,26,11,November,4,2022,Saturday,1
331,2022-11-27,27,11,November,4,2022,Sunday,1
332,2022-11-28,28,11,November,4,2022,Monday,0
333,2022-11-29,29,11,November,4,2022,Tuesday,0
334,2022-11-30,30,11,November,4,2022,Wednesday,0
335,2022-12-01,1,12,December,4,2022,Thursday,0
336,2022-12-02,2,12,December,4,2022,Friday,0
337,2022-12-03,3,12,December,4,2022,Saturday,1
338,2022-12-04,4,12,December,4,2022,Sunday,1
339,2022-12-05,5,12,December,4,2022,Monday,0
340,2022-12-06,6,12,December,4,2022,Tuesday,0
341,2022-12-07,7,12,December,4,2022,Wednesday,0
342,2022-12-08,8,12,December,4,2022,Thursday,0
343,2022-12-09,9,12,December,4,2022,Friday,0
344,2022-12-10,10,12,December,4,2022,Saturday,1
345,2022-12-11,11,12,December,4,2022,Sunday,1
346,2022-12-12,12,12,December,4,2022,Monday,0
347,2022-12-13,13,12,December,4,2022,Tuesday,0
348,2022-12-14,14,12,December,4,2022,Wednesday,0
349,2022-12-15,15,12,December,4,2022,Thursday,0
350,2022-12-16,16,12,December,4,2022,Friday,0
351,2022-12-17,17,12,December,4,2022,Saturday,1
352,2022-12-18,18,12,December,4,2022,Sunday,1
353,2022-12-19,19,12,December,4,2022,Monday,0
354,2022-12-20,20,12,December,4,2022,Tuesday,0
355,2022-12-21,21,12,December,4,2022,Wednesday,0
356,2022-12-22,22,12,December,4,2022,Thursday,0
357,2022-12-23,23,12,December,4,2022,Friday,0
358,2022-12-24,24,12,December,4,2022,Saturday,1
359,2022-12-25,25,12,December,4,2022,Sunday,1
360,2022-12-26,26,12,December,4,2022,Monday,0
361,2022-12-27,27,12,December,4,2022,Tuesday,0
362,2022-12-28,28,12,December,4,2022,Wednesday,0
363,2022-12-29,29,12,December,4,2022,Thursday,0
364,2022-12-30,30,12,December,4,2022,Friday,0
365,2022-12-31,31,12,December,4,2022,Saturday,1
366,2023-01-01,1,1,January,1,2023,Sunday,1
367,2023-01-02,2,1,January,1,2023,Monday,0
368,2023-01-03,3,1,January,1,2023,Tuesday,0
369,2023-01-04,4,1,January,1,2023,Wednesday,0
370,2023-01-05,5,1,January,1,2023,Thursday,0
371,2023-01-06,6,1,January,1,2023,Friday,0
372,2023-01-07,7,1,January,1,2023,Saturday,1
373,2023-01-08,8,1,January,1,2023,Sunday,1
374,2023-01-09,9,1,January,1,2023,Monday,0
375,2023-01-10,10,1,January,1,2023,Tuesday,0
376,2023-01-11,11,1,January,1,2023,Wednesday,0
377,2023-01-12,12,1,January,1,2023,Thursday,0
378,2023-01-13,13,1,January,1,2023,Friday,0
379,2023-01-14,14,1,January,1,2023,Saturday,1
380,2023-01-15,15,1,January,1,2023,Sunday,1
381,2023-01-16,16,1,January,1,2023,Monday,0
382,2023-01-17,17,1,January,1,2023,Tuesday,0
383,2023-01-18,18,1,January,1,2023,Wednesday,0
384,2023-01-19,19,1,January,1,2023,Thursday,0
385,2023-01-20,20,1,January,1,2023,Friday,0
386,2023-01-21,21,1,January,1,2023,Saturday,1
387,2023-01-22,22,1,January,1,2023,Sunday,1
388,2023-01-23,23,1,January,1,2023,Monday,0
389,2023-01-24,24,1,January,1,2023,Tuesday,0
390,2023-01-25,25,1,January,1,2023,Wednesday,0
391,2023-01-26,26,1,January,1,2023,Thursday,0
392,2023-01-27,27,1,January,1,2023,Friday,0
393,2023-01-28,28,1,January,1,2023,Saturday,1
394,2023-01-29,29,1,January,1,2023,Sunday,1
395,2023-01-30,30,1,January,1,2023,Monday,0
396,2023-01-31,31,1,January,1,2023,Tuesday,0
397,2023-02-01,1,2,February,1,2023,Wednesday,0
398,2023-02-02,2,2,February,1,2023,Thursday,0
399,2023-02-03,3,2,February,1,2023,Friday,0
400,2023-02-04,4,2,February,1,2023,Saturday,1
401,2023-02-05,5,2,February,1,2023,Sunday,1
402,2023-02-06,6,2,February,1,2023,Monday,0
403,2023-02-07,7,2,February,1,2023,Tuesday,0
404,2023-02-08,8,2,February,1,2023,Wednesday,0
405,2023-02-09,9,2,February,1,2023,Thursday,0
406,2023-02-10,10,2,February,1,2023,Friday,0
407,2023-02-11,11,2,February,1,2023,Saturday,1
408,2023-02-12,12,2,February,1,2023,Sunday,1
409,2023-02-13,13,2,February,1,2023,Monday,0
410,2023-02-14,14,2,February,1,2023,Tuesday,0
411,2023-02-15,15,2,February,1,2023,Wednesday,0
412,2023-02-16,16,2,February,1,2023,Thursday,0
413,2023-02-17,17,2,February,1,2023,Friday,0
414,2023-02-18,18,2,February,1,2023,Saturday,1
415,2023-02-19,19,2,February,1,2023,Sunday,1
416,2023-02-20,20,2,February,1,2023,Monday,0
417,2023-02-21,21,2,February,1,2023,Tuesday,0
418,2023-02-22,22,2,February,1,2023,Wednesday,0
419,2023-02-23,23,2,February,1,2023,Thursday,0
420,2023-02-24,24,2,February,1,2023,Friday,0
421,2023-02-25,25,2,February,1,2023,Saturday,1
422,2023-02-26,26,2,February,1,2023,Sunday,1
423,2023-02-27,27,2,February,1,2023,Monday,0
424,2023-02-28,28,2,February,1,2023,Tuesday,0
425,2023-03-01,1,3,March,1,2023,Wednesday,0
426,2023-03-02,2,3,March,1,2023,Thursday,0
427,2023-03-03,3,3,March,1,2023,Friday,0
428,2023-03-04,4,3,March,1,2023,Saturday,1
429,2023-03-05,5,3,March,1,2023,Sunday,1
430,2023-03-06,6,3,March,1,2023,Monday,0
431,2023-03-07,7,3,March,1,2023,Tuesday,0
432,2023-03-08,8,3,March,1,2023,Wednesday,0
433,2023-03-09,9,3,March,1,2023,Thursday,0
434,2023-03-10,10,3,March,1,2023,Friday,0
435,2023-03-11,11,3,March,1,2023,Saturday,1
436,2023-03-12,12,3,March,1,2023,Sunday,1
437,2023-03-13,13,3,March,1,2023,Monday,0
438,2023-03-14,14,3,March,1,2023,Tuesday,0
439,2023-03-15,15,3,March,1,2023,Wednesday,0
440,2023-03-16,16,3,March,1,2023,Thursday,0
441,2023-03-17,17,3,March,1,2023,Friday,0
442,2023-03-18,18,3,March,1,2023,Saturday,1
443,2023-03-19,19,3,March,1,2023,Sunday,1
444,2023-03-20,20,3,March,1,2023,Monday,0
445,2023-03-21,21,3,March,1,2023,Tuesday,0
446,2023-03-22,22,3,March,1,2023,Wednesday,0
447,2023-03-23,23,3,March,1,2023,Thursday,0
448,2023-03-24,24,3,March,1,2023,Friday,0
449,2023-03-25,25,3,March,1,2023,Saturday,1
450,2023-03-26,26,3,March,1,2023,Sunday,1
451,2023-03-27,27,3,March,1,2023,Monday,0
452,2023-03-28,28,3,March,1,2023,Tuesday,0
453,2023-03-29,29,3,March,1,2023,Wednesday,0
454,2023-03-30,30,3,March,1,2023,Thursday,0
455,2023-03-31,31,3,March,1,2023,Friday,0
456,2023-04-01,1,4,April,2,2023,Saturday,1
457,2023-04-02,2,4,April,2,2023,Sunday,1
458,2023-04-03,3,4,April,2,2023,Monday,0
459,2023-04-04,4,4,April,2,2023,Tuesday,0
460,2023-04-05,5,4,April,2,2023,Wednesday,0
461,2023-04-06,6,4,April,2,2023,Thursday,0
462,2023-04-07,7,4,April,2,2023,Friday,0
463,2023-04-08,8,4,April,2,2023,Saturday,1
464,2023-04-09,9,4,April,2,2023,Sunday,1
465,2023-04-10,10,4,April,2,2023,Monday,0
466,2023-04-11,11,4,April,2,2023,Tuesday,0
467,2023-04-12,12,4,April,2,2023,Wednesday,0
468,2023-04-13,13,4,April,2,2023,Thursday,0
469,2023-04-14,14,4,April,2,2023,Friday,0
470,2023-04-15,15,4,April,2,2023,Saturday,1
471,2023-04-16,16,4,April,2,2023,Sunday,1
472,2023-04-17,17,4,April,2,2023,Monday,0
473,2023-04-18,18,4,April,2,2023,Tuesday,0
474,2023-04-19,19,4,April,2,2023,Wednesday,0
475,2023-04-20,20,4,April,2,2023,Thursday,0
476,2023-04-21,21,4,April,2,2023,Friday,0
477,2023-04-22,22,4,April,2,2023,Saturday,1
478,2023-04-23,23,4,April,2,2023,Sunday,1
479,2023-04-24,24,4,April,2,2023,Monday,0
480,2023-04-25,25,4,April,2,2023,Tuesday,0
481,2023-04-26,26,4,April,2,2023,Wednesday,0
482,2023-04-27,27,4,April,2,2023,Thursday,0
483,2023-04-28,28,4,April,2,2023,Friday,0
484,2023-04-29,29,4,April,2,2023,Saturday,1
485,2023-04-30,30,4,April,2,2023,Sunday,1
486,2023-05-01,1,5,May,2,2023,Monday,0
487,2023-05-02,2,5,May,2,2023,Tuesday,0
488,2023-05-03,3,5,May,2,2023,Wednesday,0
489,2023-05-04,4,5,May,2,2023,Thursday,0
490,2023-05-05,5,5,May,2,2023,Friday,0
491,2023-05-06,6,5,May,2,2023,Saturday,1
492,2023-05-07,7,5,May,2,2023,Sunday,1
493,2023-05-08,8,5,May,2,2023,Monday,0
494,2023-05-09,9,5,May,2,2023,Tuesday,0
495,2023-05-10,10,5,May,2,2023,Wednesday,0
496,2023-05-11,11,5,May,2,2023,Thursday,0
497,2023-05-12,12,5,May,2,2023,Friday,0
498,2023-05-13,13,5,May,2,2023,Saturday,1
499,2023-05-14,14,5,May,2,2023,Sunday,1
500,2023-05-15,15,5,May,2,2023,Monday,0
501,2023-05-16,16,5,May,2,2023,Tuesday,0
502,2023-05-17,17,5,May,2,2023,Wednesday,0
503,2023-05-18,18,5,May,2,2023,Thursday,0
504,2023-05-19,19,5,May,2,2023,Friday,0
505,2023-05-20,20,5,May,2,2023,Saturday,1
506,2023-05-21,21,5,May,2,2023,Sunday,1
507,2023-05-22,22,5,May,2,2023,Monday,0
508,2023-05-23,23,5,May,2,2023,Tuesday,0
509,2023-05-24,24,5,May,2,2023,Wednesday,0
510,2023-05-25,25,5,May,2,2023,Thursday,0
511,2023-05-26,26,5,May,2,2023,Friday,0
512,2023-05-27,27,5,May,2,2023,Saturday,1
513,2023-05-28,28,5,May,2,2023,Sunday,1
514,2023-05-29,29,5,May,2,2023,Monday,0
515,2023-05-30,30,5,May,2,2023,Tuesday,0
516,2023-05-31,31,5,May,2,2023,Wednesday,0
